Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	tree_length
0	-914.4894	-1058.538	144.0484	0.00481604	0.00966882	0.00132566	0.000336319	0.000149213	0.000272037	0.00258649	0.00257728	0.00715071	0.00440242	0.00379737	0.00139141	0.0024342	0.00138237	0.000207961	0.00455559	0.00163978	0.00105544	0.00270358	0.000273307	0.00188362	0.00198924	0.00144045	0.000295482	5.87176e-05	0.000311936	0.000711176	0.00295733	0.00686422	0.00166693	0.00104838	0.00102936	6.52152e-05	0.00414437	0.000792715	0.00261471	0.000168355	0.00695153	0.00284588	0.00223589	0.00469523	0.00279457	0.00257819	0.0018131	0.00206141	0.00197692	0.00033883	0.00414016	0.00504531	0.00241573	0.00207221	0.0305552	0.00481106	0.00762106	0.0167066	0.000907289	0.00058714	0.015836	0.00473626	0.00134131	0.000731115	0.00110936	0.0171882	0.00235813	0.00030015	0.00142292	0.00954002	0.00206797	0.000818947	0.000823178	0.00252872	0.0122786	0.0144584	0.00618851	0.00225691	0.00138656	0.00274207	0.00654674	0.00169734	0.00304801	0.00675538	0.031646	0.00259127	0.000994091	0.000342302	0.0332588	0.190165	0.595802	1.67841	5.25859	30.0672	2.460918	0.0142632	0.0286351	0.00392607	0.000996039	0.00044191	0.000805663	0.00766013	0.00763287	0.0211775	0.0130382	0.0112463	0.0041208	0.00720911	0.00409403	0.000615898	0.0134918	0.00485636	0.00312578	0.00800691	0.000809423	0.00557851	0.00589132	0.00426604	0.000875098	0.000173898	0.000923829	0.00210622	0.00875841	0.020329	0.00493678	0.00310489	0.00304854	0.000193141	0.0122739	0.0023477	0.00774372	0.000498598	0.0205876	0.00842835	0.00662181	0.0139054	0.00827638	0.00763557	0.00536968	0.00610506	0.00585484	0.00100348	0.0122615	0.0149422	0.00715441	0.00613704	0.090492	0.0142484	0.0225705	0.0494783	0.00268702	0.00173887	0.0468998	0.0140269	0.00397242	0.00216527	0.00328549	0.0509046	0.00698383	0.000888922	0.00421413	0.0282537	0.00612449	0.00242539	0.00243792	0.00748903	0.0363641	0.0428198	0.0183279	0.00668406	0.00410643	0.00812089	0.0193888	0.00502683	0.00902698	0.0200067	0.0937225	0.00767429	0.00294409	0.00101376	0.3376559
36	-942.8369	-1087.379	144.5422	0.0165673	0.0123825	0.00429389	0.0036572	0.00347527	0.00428945	0.00113888	0.0012523	0.0126896	0.00899278	0.00133383	0.00564642	0.00821954	0.0037128	0.00122997	0.0206901	0.00327645	0.00124557	0.000990016	0.00143034	0.00281785	0.00143003	0.00463166	0.00370427	0.000159492	0.00323219	0.000429245	0.00631928	0.0128957	0.00528084	0.00106713	0.00417884	0.000160562	0.00413399	0.00107834	0.00634564	0.0042776	0.00718967	0.00306504	0.00312632	0.00476352	2.16045e-05	0.00564489	0.00378113	0.0205853	0.00350852	0.0052631	0.0031588	0.000397601	0.00190698	0.00817472	0.00626574	0.0017195	0.0105286	0.0149794	0.0405342	0.0217038	0.00204746	0.000526897	0.00339523	0.00138649	0.0238914	0.00548367	0.00380296	1.34198e-05	0.0160245	0.00586434	0.00992004	0.00464277	0.0192308	0.00157358	0.0107941	0.00241917	0.00171784	4.32557e-05	0.00583696	0.00243431	0.0106947	0.0287511	0.00719171	0.00416564	0.0171727	0.0435171	0.0112143	0.00254844	0.0611904	0.256013	0.653716	1.52972	3.90605	16.3424	2.020084	0.0280194	0.0209418	0.00726202	0.00618522	0.00587754	0.00725451	0.00192612	0.00211794	0.0214612	0.015209	0.00225584	0.00954948	0.0139013	0.00627926	0.00208019	0.0349921	0.00554129	0.00210656	0.00167436	0.00241906	0.00476567	0.00241853	0.00783328	0.00626483	0.00026974	0.00546642	0.000725958	0.0106875	0.0218098	0.0089312	0.00180477	0.00706744	0.000271551	0.00699159	0.00182373	0.010732	0.00723448	0.0121595	0.00518374	0.00528737	0.00805628	3.65385e-05	0.00954689	0.00639482	0.0348148	0.00593376	0.0089012	0.0053423	0.000672441	0.00322518	0.0138255	0.0105969	0.00290811	0.0178065	0.0253338	0.0685533	0.0367064	0.00346275	0.000891113	0.00574218	0.0023449	0.0404063	0.00927424	0.00643174	2.26962e-05	0.0271014	0.00991804	0.0167772	0.00785207	0.0325239	0.0026613	0.0182555	0.00409141	0.00290529	7.31561e-05	0.00987174	0.00411701	0.0180874	0.0486252	0.012163	0.00704513	0.0290432	0.073598	0.0189661	0.00431003	0.5912801
72	-920.2328	-1064.735	144.5027	0.0454941	0.00328597	0.010068	0.00362538	0.00924823	0.00262358	0.0018694	0.0106486	0.0145322	0.00666107	0.00606311	0.00660568	0.00324625	0.0013301	0.00198346	0.00845331	0.00079176	0.00353271	0.00508931	0.000775709	0.00865261	0.00117183	0.00486359	0.00121862	5.11751e-05	0.00295027	0.00106006	0.00497213	0.0608127	0.00888388	0.0130007	0.00100828	0.00286736	0.0167246	0.00220507	0.0061558	0.00436436	0.0215554	0.0104441	0.00192546	0.00162078	0.00430593	0.00283683	0.00655569	0.0245046	0.00134481	0.0358352	0.0143951	0.0131269	0.0329943	0.0119099	0.0797557	0.0247733	0.00632693	0.00827103	0.00214086	0.0117485	0.0595478	0.00377591	0.00878424	0.00379511	0.0439445	0.0376643	0.0264915	0.00198387	0.00897351	0.00561035	0.0042767	0.00928081	0.00661605	0.00739997	0.00717219	0.00657809	0.0349257	0.00256838	0.00374185	0.00362297	0.014788	0.00298124	0.000277346	0.000603651	0.0204943	0.0123685	0.00172014	0.00435031	0.0808451	0.293265	0.682016	1.46624	3.40989	12.3693	1.818678	0.0480098	0.00346767	0.0106248	0.00382586	0.00975964	0.00276866	0.00197277	0.0112374	0.0153358	0.00702941	0.00639839	0.00697097	0.00342577	0.00140365	0.00209314	0.00892076	0.000835543	0.00372806	0.00537074	0.000818604	0.00913108	0.00123663	0.00513254	0.00128601	5.40049e-05	0.00311342	0.00111868	0.00524708	0.0641755	0.00937514	0.0137196	0.00106404	0.00302592	0.0176494	0.00232701	0.00649621	0.00460571	0.0227474	0.0110216	0.00203193	0.0017104	0.00454404	0.0029937	0.0069182	0.0258597	0.00141917	0.0378168	0.0151911	0.0138528	0.0348189	0.0125685	0.084166	0.0261432	0.0066768	0.00872841	0.00225925	0.0123982	0.0628407	0.00398471	0.00926999	0.00400497	0.0463746	0.0397471	0.0279564	0.00209357	0.00946973	0.0059206	0.00451319	0.00979403	0.0069819	0.00780917	0.0075688	0.00694184	0.036857	0.00271041	0.00394877	0.00382332	0.0156057	0.0031461	0.000292683	0.000637032	0.0216276	0.0130524	0.00181526	0.00459088	0.9475996
108	-930.8549	-1074.377	143.5219	0.00461243	0.00306978	8.89954e-05	0.00110752	0.000402065	8.3482e-05	0.00147677	0.00324353	0.00217161	0.00185909	0.00198574	0.00193129	0.000826833	0.0016277	0.000279137	0.00310901	0.00288694	0.00217314	0.000151739	0.000325705	0.00133689	0.000275843	0.000321079	0.000432567	7.91855e-05	6.42801e-06	0.000456003	0.000714434	0.00117855	0.00105752	0.00498806	1.62067e-05	0.000629004	0.000513794	0.000733153	0.00432062	0.00110308	0.0039735	0.00295432	0.00246873	0.00249474	0.00174659	0.000524195	0.000382916	0.00244471	0.00149033	0.00137336	0.0027685	0.00458944	0.000877403	0.000706072	0.0171173	0.00164653	0.00244084	0.0109433	0.00304866	4.48804e-06	0.00651165	0.00489982	0.00211339	0.0038565	0.00297767	0.0103443	0.00287803	0.000596862	0.000136997	0.000230843	0.00104674	0.00136941	0.00249706	0.00266072	0.00522616	0.00362712	0.00100888	0.00185416	0.00237633	0.00292984	0.00540137	0.000751263	0.00122777	0.00121214	0.00926952	0.00189864	0.000480979	0.00012603	0.0231175	0.159254	0.563724	1.77392	6.27929	43.2573	2.723921	0.0236436	0.0157359	0.000456197	0.00567725	0.00206102	0.000427935	0.00757004	0.0166266	0.0111318	0.00952981	0.010179	0.00989995	0.00423841	0.0083437	0.00143088	0.015937	0.0147987	0.0111397	0.000777827	0.00166959	0.00685298	0.00141399	0.00164588	0.00221737	0.000405911	3.29505e-05	0.00233751	0.00366224	0.00604134	0.00542095	0.0255692	8.3077e-05	0.00322432	0.00263375	0.0037582	0.0221478	0.00565447	0.0203685	0.0151441	0.0126549	0.0127882	0.00895313	0.00268706	0.00196286	0.0125318	0.00763953	0.00703992	0.0141915	0.0235258	0.00449763	0.00361938	0.0877443	0.00844023	0.0125119	0.0560962	0.0156277	2.30061e-05	0.0333792	0.0251168	0.0108334	0.0197687	0.0152638	0.0530259	0.014753	0.00305956	0.000702256	0.00118332	0.00536566	0.0070197	0.0128001	0.013639	0.0267897	0.0185929	0.00517161	0.00950454	0.0121812	0.0150186	0.0276879	0.00385103	0.00629366	0.00621351	0.0475163	0.00973256	0.00246553	0.000646041	0.195081
144	-913.2669	-1057.349	144.082	0.0123618	0.00570656	0.00130676	0.00159384	7.39376e-05	0.000282159	0.0023486	0.000587085	0.0036941	0.00323438	9.36858e-05	0.0039074	0.00118881	0.00234243	0.00129983	0.00274424	0.0056171	0.000253743	0.00129543	0.00206786	0.00182968	0.000995127	0.00232353	0.000118805	0.00162493	0.000988587	0.000678442	0.00236724	0.0112757	0.00124178	0.00358709	2.33232e-05	0.000858474	0.00223431	1.11365e-05	0.0022548	0.00224369	0.00603908	0.00425159	0.00195017	0.00540253	0.00305515	0.00205437	0.00124874	0.00608613	0.00254872	0.00414196	0.00238639	0.00762962	0.00116754	0.000415484	0.0358604	0.000565949	0.0110546	0.00821805	0.000252355	5.4025e-06	0.0252938	0.0041803	0.00495319	0.00554991	0.0031941	0.0127451	0.00445181	0.000928436	5.21773e-05	0.00161888	0.0087207	0.00880203	0.00496416	0.00331343	0.00810165	0.00685977	0.00296097	0.0067006	0.00341979	0.0029612	0.00777316	0.000708277	0.00300488	0.00302941	0.0184336	0.00255058	0.000578549	6.28485e-05	0.0344312	0.193405	0.598951	1.66959	5.17049	29.0434	2.435868	0.0356346	0.01645	0.00376693	0.00459448	0.000213136	0.000813365	0.00677016	0.00169236	0.0106488	0.00932355	0.000270063	0.0112636	0.00342691	0.00675239	0.00374696	0.00791066	0.0161921	0.00073145	0.00373427	0.00596089	0.00527431	0.00286859	0.0066979	0.000342472	0.00468409	0.00284974	0.00195571	0.0068239	0.0325039	0.00357961	0.0103403	6.72325e-05	0.00247467	0.00644073	3.21026e-05	0.00649978	0.00646775	0.0174085	0.0122558	0.00562165	0.0155736	0.00880691	0.00592202	0.00359966	0.0175441	0.00734705	0.0119398	0.00687911	0.0219935	0.00336561	0.00119769	0.103373	0.00163143	0.0318665	0.0236897	0.000727449	1.55735e-05	0.072913	0.0120503	0.0142783	0.0159984	0.00920744	0.0367396	0.012833	0.00267635	0.000150408	0.00466664	0.0251387	0.0253731	0.0143099	0.00955143	0.0233542	0.0197743	0.00853542	0.0193154	0.00985803	0.00853608	0.0224072	0.00204171	0.00866199	0.00873271	0.0531375	0.00735242	0.00166775	0.00018117	0.346904
180	-913.0547	-1056.812	143.7572	0.0121544	0.00528259	0.000309563	0.00016466	0.000127181	0.000197801	0.000454295	0.00399879	0.0047341	0.00135606	0.00109691	0.000560933	0.00082648	0.00115113	0.000953159	0.00190784	0.00194859	0.000176406	0.00014017	0.0015103	0.00143378	0.00129717	0.00091042	0.00109309	0.000352514	0.000322596	0.000264269	0.00127922	0.0156332	0.000374561	0.00205354	4.88844e-05	0.000456329	0.00143158	0.000183043	0.00164501	0.00286042	0.0019385	0.00132046	0.00134581	0.00375593	0.00265119	0.00165314	0.000167151	0.00507082	0.000697362	0.00707547	0.00170561	0.000746595	0.000969811	0.00210497	0.0304014	0.0015881	0.000803653	0.0145858	0.00118824	2.0799e-06	0.0205408	0.00170515	0.00300025	0.0020584	0.00294495	0.00874612	0.00309497	0.000767316	6.5538e-05	0.00168733	0.00766082	0.00704117	0.000608233	0.00338879	0.0055079	0.00882329	0.000838681	0.00260091	0.00125485	0.00258619	0.00386639	0.00133781	0.00107598	0.00649995	0.0205778	0.000566735	0.000335228	0.000929553	0.0250876	0.165734	0.570783	1.75198	6.03375	39.8603	2.664783	0.0449207	0.0195236	0.0011441	0.000608556	0.00047004	0.000731041	0.001679	0.0147789	0.0174965	0.00501179	0.004054	0.00207312	0.00305454	0.00425439	0.00352273	0.00705108	0.00720169	0.00065197	0.000518048	0.00558182	0.00529904	0.00479413	0.00336477	0.00403988	0.00130284	0.00119226	0.000976696	0.00472781	0.0577778	0.00138432	0.00758957	0.000180669	0.00168652	0.00529088	0.000676499	0.00607969	0.0105717	0.00716438	0.0048802	0.00497389	0.0138813	0.00979837	0.00610976	0.000617763	0.018741	0.00257734	0.0261498	0.00630367	0.0027593	0.00358427	0.00777966	0.112359	0.00586936	0.00297018	0.0539069	0.00439154	7.68698e-06	0.0759158	0.00630196	0.0110884	0.00760752	0.0108841	0.0323243	0.0114385	0.00283588	0.000242218	0.00623613	0.0283132	0.0260231	0.00224793	0.0125244	0.0203563	0.0326095	0.00309963	0.00961256	0.00463774	0.00955815	0.0142896	0.00494435	0.00397666	0.0240228	0.0760523	0.00209456	0.00123895	0.00343548	0.2705742
216	-904.7483	-1048.718	143.9702	0.00788593	0.00558221	0.0041784	0.000364432	0.000706316	0.000167011	0.000552712	0.0028106	0.0044649	0.00666945	0.00114836	0.00246104	0.000850496	0.00316502	0.000150088	0.000811313	0.000805097	0.000507738	0.000556027	0.000519246	0.000113335	0.00125038	0.00398191	0.00146599	3.19007e-05	0.000333711	0.00221026	0.000705634	0.0118778	0.000731826	0.00153699	0.000112749	0.00132579	0.00212026	0.000432038	0.002688	0.00161866	0.00475328	0.00302976	0.00168649	0.000973081	0.00306351	0.00208053	0.000169475	0.00854152	0.00188915	0.00879844	0.00793797	0.000233474	0.00085813	0.00186795	0.0358206	0.000447207	0.000744685	0.0171858	0.00429017	8.09635e-05	0.0252818	0.00319448	0.00353505	0.00577063	0.00274632	0.0143937	0.00270146	0.00170855	0.000361137	0.00198811	0.000902687	0.00797494	0.00231757	0.00486968	0.00935972	0.00870621	0.00218564	0.00657406	0.000450403	0.00738408	0.00473026	0.00089047	0.000425394	0.00581647	0.0216373	0.00340645	0.0018289	0.00195129	0.0299786	0.180774	0.586463	1.70514	5.53176	33.3572	2.535999	0.0235796	0.0166913	0.0124938	0.00108968	0.00211195	0.000499378	0.00165266	0.00840393	0.0133504	0.0199422	0.0034337	0.00735872	0.00254306	0.00946368	0.000448775	0.0024259	0.00240731	0.00151818	0.00166257	0.00155259	0.000338882	0.00373875	0.0119062	0.00438343	9.53857e-05	0.000997823	0.00660885	0.00210991	0.0355156	0.00218822	0.00459572	0.000337129	0.00396422	0.00633975	0.00129183	0.00803736	0.00483995	0.0142127	0.00905924	0.00504276	0.0029096	0.00916017	0.00622096	0.000506745	0.0255399	0.00564872	0.0263081	0.0237352	0.000698109	0.00256588	0.00558534	0.107107	0.00133719	0.00222667	0.051387	0.012828	0.000242088	0.0755948	0.00955176	0.0105701	0.0172547	0.00821172	0.0430383	0.00807761	0.0051087	0.00107983	0.00594462	0.00269911	0.0238458	0.00692974	0.0145608	0.0279864	0.0260323	0.00653524	0.019657	0.00134674	0.022079	0.0141439	0.00266258	0.00127197	0.0173918	0.0646973	0.0101856	0.00546858	0.00583452	0.3344385
252	-924.6527	-1068.888	144.2354	0.0031169	0.0121993	0.0103421	0.000990767	0.000437944	0.000788964	0.00161357	0.000915499	0.0137969	0.00327723	0.000866405	0.00235012	0.00159375	0.00279127	0.00301547	0.00222886	0.00181965	0.000486566	0.000617014	0.000746873	0.00117827	0.00335182	0.00395059	0.000350033	0.00113126	4.8092e-05	0.00173671	0.00100854	0.00660639	0.00526822	0.00140971	3.53703e-05	0.00233398	0.00165193	0.00612147	0.00299672	0.00131232	0.00406986	0.0063639	0.0012182	0.00187088	0.00143794	0.000592121	0.000277601	0.00768794	0.00157632	0.012081	0.00427032	0.00507584	0.00337063	0.000469841	0.0242115	0.00256026	0.000823331	0.0289963	0.00418034	0.000785772	0.0246346	0.00866472	0.00952444	0.00142551	0.00267601	0.0287568	0.0023667	0.00190545	0.000373353	0.00124146	0.00257169	0.00581516	0.00411214	0.00039357	0.0190188	0.00519843	0.00563973	0.00640576	0.00128712	0.00268254	0.00630073	0.000265449	0.000956341	0.00725573	0.0273722	0.00218544	0.00442386	0.0074014	0.0402959	0.208825	0.613458	1.6301	4.7887	24.8164	2.32214	0.0076533	0.0299546	0.0253942	0.00243275	0.00107534	0.00193724	0.00396201	0.00224794	0.0338773	0.00804699	0.00212739	0.00577054	0.00391333	0.00685375	0.00740426	0.00547281	0.00446801	0.00119472	0.00151503	0.00183389	0.00289316	0.00823014	0.00970037	0.00085948	0.00277771	0.000118086	0.00426437	0.0024764	0.0162215	0.0129357	0.00346144	8.6849e-05	0.00573091	0.00405619	0.0150308	0.00735821	0.0032223	0.00999324	0.0156261	0.0029912	0.00459381	0.00353075	0.00145391	0.000681628	0.0188771	0.00387052	0.029664	0.0104854	0.0124633	0.00827632	0.00115366	0.0594495	0.00628651	0.00202163	0.0711983	0.0102645	0.0019294	0.0604883	0.0212756	0.0233865	0.00350024	0.00657073	0.0706101	0.00581126	0.00467868	0.00091674	0.0030483	0.00631458	0.0142787	0.0100971	0.000966381	0.0466993	0.0127643	0.0138479	0.0157288	0.00316043	0.00658676	0.015471	0.00065179	0.00234822	0.0178159	0.0672104	0.00536618	0.0108625	0.0181736	0.4072617
288	-927.0941	-1071.554	144.4595	0.00978752	0.0164694	0.000789567	0.000802279	0.000284596	0.000643847	0.00231369	0.00153407	0.00264911	0.00863068	0.00466676	0.00253588	0.000778958	0.0026938	0.00144974	0.00205606	0.00902491	0.00146871	0.000707482	0.000476501	0.001958	0.000562731	0.00237346	0.000548801	0.00437289	1.08019e-05	0.000892864	0.000563633	0.0198385	0.00338874	0.00188571	0.000597889	0.000229987	0.00175154	0.00019194	0.00761019	0.000764735	0.00443125	0.00619812	0.00267369	0.00134479	0.00314794	0.000995843	0.00305977	0.0028712	0.00141875	0.000129658	0.0140604	0.00804753	0.0386544	0.0221779	0.0167303	0.00451448	0.00223032	0.00834782	0.00147101	0.00793301	0.0110294	0.00209297	0.000156412	0.00938281	0.0171377	0.0127991	0.0104127	0.006254	0.00502804	0.00118178	0.000252925	0.00643444	0.00596848	8.17095e-05	0.00452675	0.00129602	0.0308041	0.000615453	0.00798381	0.00501543	0.0185731	0.00614511	0.000844005	0.00327069	0.00652185	0.00630381	0.00274549	0.00318481	0.0537969	0.240429	0.641031	1.55999	4.15923	18.5884	2.113198	0.0215685	0.0362932	0.00173995	0.00176796	0.000627157	0.00141883	0.00509863	0.0033806	0.00583778	0.0190192	0.010284	0.00558826	0.00171657	0.00593628	0.00319475	0.00453089	0.019888	0.00323657	0.00155906	0.00105006	0.0043148	0.00124008	0.00523034	0.00120938	0.00963645	2.38038e-05	0.00196758	0.00124207	0.0437177	0.00746769	0.00415549	0.00131755	0.000506817	0.00385984	0.000422975	0.0167704	0.00168523	0.00976505	0.0136587	0.00589195	0.00296349	0.00693704	0.00219452	0.00674274	0.00632721	0.00312646	0.000285725	0.0309845	0.0177342	0.0851818	0.048873	0.0368681	0.00994846	0.00491492	0.0183959	0.00324164	0.0174818	0.0243051	0.00461222	0.000344681	0.0206767	0.0377659	0.0282051	0.0229461	0.0137818	0.0110802	0.00260427	0.000557365	0.0141794	0.0131526	0.000180061	0.0099755	0.002856	0.0678824	0.00135626	0.0175938	0.0110524	0.0409291	0.0135418	0.00185991	0.00720754	0.0143721	0.0138916	0.00605017	0.00701828	0.4537869
324	-929.6923	-1074.192	144.5	0.0189347	0.0233676	0.00414652	0.00149477	0.00447692	0.00434014	0.00413709	0.00607759	0.0148811	0.0155588	0.00328435	0.000233451	0.000133177	0.000525653	0.00124482	0.00144941	0.00675906	0.000516365	0.00352226	0.000736807	0.00431908	0.000745801	0.00528312	0.00205565	0.000606451	1.40611e-05	0.00138011	0.00237246	0.0326927	0.00754695	0.00202709	0.00143716	0.000762594	0.00494401	0.000533884	0.00475795	0.00104881	0.00568007	0.00110134	0.00433983	0.00778937	0.00446646	0.00719554	0.00345796	0.00407381	0.00109902	0.000557339	0.00418056	0.0188628	0.0305294	0.00604077	0.0275246	0.0116318	0.00212592	0.00630768	0.00807814	0.0107448	0.0304722	0.0109283	0.000704289	0.0078504	0.0384128	0.00817985	0.0169387	0.00742909	0.00316488	0.000543077	5.73347e-05	0.003142	0.00107341	0.000114799	0.00413533	0.00341062	0.0286561	0.000183904	0.0126828	0.00139173	0.0247167	0.00520472	0.000551923	0.00632582	0.0105191	0.00263609	0.00285932	0.000986783	0.0576209	0.248617	0.647764	1.54377	4.02224	17.3548	2.063545	0.0322343	0.0397809	0.00705901	0.00254469	0.00762149	0.00738863	0.00704295	0.0103465	0.0253336	0.0264872	0.00559126	0.000397425	0.00022672	0.000894869	0.00211917	0.00246747	0.0115066	0.000879057	0.00599628	0.00125434	0.00735278	0.00126965	0.00899395	0.00349953	0.00103242	2.39376e-05	0.00234949	0.00403886	0.0556559	0.0128479	0.00345091	0.00244662	0.00129824	0.00841666	0.000908881	0.00809992	0.00178549	0.00966972	0.00187491	0.0073881	0.0132606	0.00760367	0.0122497	0.00588682	0.00693523	0.00187096	0.000948811	0.00711696	0.032112	0.0519732	0.0102838	0.0468578	0.0198019	0.00361916	0.0107382	0.0137522	0.0182919	0.0518757	0.0186043	0.00119898	0.0133645	0.0653938	0.0139253	0.0288363	0.0126472	0.00538787	0.000924531	9.76063e-05	0.00534893	0.00182737	0.000195433	0.00703997	0.00580622	0.0487839	0.000313078	0.0215911	0.00236928	0.0420776	0.00886049	0.000939591	0.010769	0.0179076	0.00448767	0.00486769	0.00167989	0.5874078
